ticker,signal_now,score_now,close_now,change_20d_pct_now,signal_prev,score_prev,close_prev,change_20d_pct_prev,score_change,signal_change
GDXJ,IGNORE,3,97.6,1.58,IGNORE,3.0,97.6,1.58,0.0,UNCHANGED
GOOG,IGNORE,3,318.34,-7.74,IGNORE,3.0,318.34,-7.74,0.0,UNCHANGED
GOOGL,IGNORE,3,317.69,-7.99,IGNORE,3.0,317.69,-7.99,0.0,UNCHANGED
NOW,IGNORE,3,91.94,-1.98,IGNORE,3.0,91.94,-1.98,0.0,UNCHANGED
SLV,IGNORE,3,52.06,0.54,IGNORE,3.0,52.06,0.54,0.0,UNCHANGED
6954.T,IGNORE,2,6793.0,-3.32,IGNORE,7.0,6624.0,-9.96,-5.0,UNCHANGED
WMT,IGNORE,2,108.4,-8.91,IGNORE,2.0,108.4,-8.91,0.0,UNCHANGED
ADBE,IGNORE,1,212.17,7.94,IGNORE,1.0,212.17,7.94,0.0,UNCHANGED
KER.PA,IGNORE,1,242.3,-9.27,IGNORE,1.0,242.3,-9.27,0.0,UNCHANGED
PLTR,IGNORE,1,123.37,8.7,IGNORE,1.0,123.37,8.7,0.0,UNCHANGED
SHOP,IGNORE,1,112.0,-1.9,IGNORE,1.0,112.0,-1.9,0.0,UNCHANGED
SHOP.TO,IGNORE,1,157.86,-2.91,IGNORE,1.0,157.86,-2.91,0.0,UNCHANGED
000660.KS,IGNORE,0,1772000.0,-33.71,IGNORE,0.0,1759000.0,-39.7,0.0,UNCHANGED
005380.KS,IGNORE,0,399500.0,-16.86,IGNORE,0.0,401000.0,-20.28,0.0,UNCHANGED
005930.KS,IGNORE,0,251250.0,-25.99,IGNORE,3.0,249500.0,-30.4,-3.0,UNCHANGED
051910.KS,IGNORE,0,260500.0,-3.87,IGNORE,0.0,259000.0,-9.28,0.0,UNCHANGED
1810.HK,IGNORE,0,28.76,34.27,IGNORE,15.0,26.72,19.82,-15.0,UNCHANGED
2308.TW,IGNORE,0,1710.0,-10.24,IGNORE,0.0,1785.0,-1.38,0.0,UNCHANGED
373220.KS,IGNORE,0,331500.0,0.0,IGNORE,0.0,329500.0,-6.39,0.0,UNCHANGED
4519.T,IGNORE,0,6853.0,-7.82,IGNORE,15.0,7416.0,-1.57,-15.0,UNCHANGED
6981.T,IGNORE,0,8038.0,-25.37,IGNORE,0.0,8311.0,-29.72,0.0,UNCHANGED
9984.T,IGNORE,0,5247.0,-15.72,IGNORE,0.0,5500.0,-22.73,0.0,UNCHANGED
ADYEN.AS,IGNORE,0,801.0,-2.9,IGNORE,0.0,801.0,-2.9,0.0,UNCHANGED
AZN.L,IGNORE,0,12670.0,-11.51,IGNORE,0.0,12670.0,-11.51,0.0,UNCHANGED
BMW.DE,IGNORE,0,56.96,-3.56,IGNORE,0.0,56.96,-3.56,0.0,UNCHANGED
CDNS,IGNORE,0,330.46,-11.26,IGNORE,0.0,330.46,-11.26,0.0,UNCHANGED
COST,IGNORE,0,926.06,-3.64,IGNORE,0.0,926.06,-3.64,0.0,UNCHANGED
CSU.TO,IGNORE,0,2565.61,-10.57,IGNORE,0.0,2565.61,-10.57,0.0,UNCHANGED
DG.PA,IGNORE,0,118.35,-9.03,IGNORE,0.0,118.35,-9.03,0.0,UNCHANGED
DIS,IGNORE,0,92.83,-8.2,IGNORE,0.0,92.83,-8.2,0.0,UNCHANGED
EL.PA,IGNORE,0,163.5,-3.05,IGNORE,0.0,163.5,-3.05,0.0,UNCHANGED
EZA,IGNORE,0,60.43,-2.81,IGNORE,0.0,60.43,-2.81,0.0,UNCHANGED
FXY,IGNORE,0,56.01,-1.22,IGNORE,0.0,56.01,-1.22,0.0,UNCHANGED
HDB,IGNORE,0,23.13,-9.51,IGNORE,0.0,23.13,-9.51,0.0,UNCHANGED
IBM,IGNORE,0,206.65,-21.41,IGNORE,0.0,206.65,-21.41,0.0,UNCHANGED
INFY,IGNORE,0,10.67,-2.38,IGNORE,0.0,10.67,-2.38,0.0,UNCHANGED
ISRG,IGNORE,0,332.02,-17.37,IGNORE,0.0,332.02,-17.37,0.0,UNCHANGED
LOW,IGNORE,0,201.92,-8.82,IGNORE,0.0,201.92,-8.82,0.0,UNCHANGED
MCD,IGNORE,0,262.8,-4.05,IGNORE,0.0,262.8,-4.05,0.0,UNCHANGED
NFLX,IGNORE,0,68.89,-4.11,IGNORE,0.0,68.89,-4.11,0.0,UNCHANGED
ORCL,IGNORE,0,120.04,-23.8,IGNORE,0.0,120.04,-23.8,0.0,UNCHANGED
PEP,IGNORE,0,134.95,-5.15,IGNORE,0.0,134.95,-5.15,0.0,UNCHANGED
PRX.AS,IGNORE,0,36.76,-1.92,IGNORE,0.0,36.76,-1.92,0.0,UNCHANGED
RDY,IGNORE,0,11.8,-19.51,IGNORE,0.0,11.8,-19.51,0.0,UNCHANGED
SNPS,IGNORE,0,373.52,-19.49,IGNORE,0.0,373.52,-19.49,0.0,UNCHANGED
SQM,IGNORE,0,69.32,-8.28,IGNORE,0.0,69.32,-8.28,0.0,UNCHANGED
T.TO,IGNORE,0,14.23,-11.17,IGNORE,0.0,14.23,-11.17,0.0,UNCHANGED
TSLA,IGNORE,0,319.69,-14.87,IGNORE,0.0,319.69,-14.87,0.0,UNCHANGED
UNG,IGNORE,0,10.61,-9.55,IGNORE,0.0,10.61,-9.55,0.0,UNCHANGED
WIT,IGNORE,0,1.78,-18.72,IGNORE,0.0,1.78,-18.72,0.0,UNCHANGED
